SiteID,ParamName,ParamDescription,variable,Unit,value
12805B,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.47
12805B,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,2.12
12805B,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,0.93
12805B,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,40.491508
12805B,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,0.5
12805B,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,6.8
12805B,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,1.5
12805B,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,60.4
12805B,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,7.9
12805B,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,2.9
12805B,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,16.1
12805B,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,0
12805B,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.5
12805B,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,3.6
12805B,LFP length,Length of longest flow path,LFPLENGTH,miles,74.7
12805B,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.948089
12805B,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,6540
12805B,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,6545
12805B,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,31.52
12805B,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,73.68
12805B,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.43
12805B,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,0.24
12805B,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,15.6
12805B,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,20.7
12805B,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,5.39
12805B,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,20.03
12805B,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.7
12805B,Time of concentration in hours,Time of concentration in hours,TOC,hours,16.64
12809,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,18
12809,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,99
12809,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,208
12809,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,97
12809,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,8994
12809,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,12300
12809,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,2.84
12809,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.33
12809,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,1.82
12809,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,0.85
12809,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,40.269209
12809,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,1.3
12809,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,8
12809,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,0.4
12809,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,48
12809,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,11.5
12809,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,2.1
12809,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,23.7
12809,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,0
12809,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.5
12809,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,3.1
12809,LFP length,Length of longest flow path,LFPLENGTH,miles,39.7
12809,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.881129
12809,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,7200
12809,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,7195
12809,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,28.67
12809,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,74.69
12809,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.4
12809,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,0.7
12809,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,16.2
12809,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,23.3
12809,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,9.39
12809,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,22.94
12809,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.8
12809,Time of concentration in hours,Time of concentration in hours,TOC,hours,10.53
12811,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,21
12811,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,65.1
12811,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,411
12811,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,90
12811,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,8862
12811,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,12300
12811,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,3.03
12811,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.41
12811,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,1.97
12811,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,0.89
12811,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,40.398879
12811,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,0.7
12811,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,6.7
12811,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,0.4
12811,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,60
12811,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,7.6
12811,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,1.8
12811,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,17.6
12811,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,0
12811,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.7
12811,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,3.2
12811,LFP length,Length of longest flow path,LFPLENGTH,miles,58.3
12811,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.833949
12811,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,6800
12811,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,6804
12811,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,29.97
12811,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,74
12811,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.43
12811,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,0.37
12811,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,13.4
12811,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,20.2
12811,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,5.87
12811,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,19.6
12811,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.9
12811,Time of concentration in hours,Time of concentration in hours,TOC,hours,13.51
12815,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,18
12815,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,130.9
12815,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,101
12815,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
12815,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,9460
12815,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,12300
12815,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,2.89
12815,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.37
12815,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,1.81
12815,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,0.87
12815,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,40.182975
12815,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,2.3
12815,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,6.7
12815,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,0.4
12815,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,45.3
12815,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,18.7
12815,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,2
12815,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,19.3
12815,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,0
12815,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.7
12815,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,4
12815,LFP length,Length of longest flow path,LFPLENGTH,miles,26.6
12815,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.91539
12815,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,7670
12815,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,7673
12815,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,32.53
12815,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,75.24
12815,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.39
12815,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,0.0232
12815,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,14
12815,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,15
12815,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,8.57
12815,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,21.44
12815,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,1.1
12815,Time of concentration in hours,Time of concentration in hours,TOC,hours,7.51
12940,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,16
12940,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,30.3
12940,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,183
12940,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
12940,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,9270
12940,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,12900
12940,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,3.19
12940,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.31
12940,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,1.92
12940,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,0.82
12940,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,40.745325
12940,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,2.9
12940,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,8.8
12940,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,0.8
12940,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,44.2
12940,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,12.5
12940,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,3.5
12940,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,16.7
12940,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,3.7
12940,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.3
12940,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,10.1
12940,LFP length,Length of longest flow path,LFPLENGTH,miles,52.5
12940,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.296705
12940,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,8030
12940,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,8030
12940,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,24.27
12940,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,66.64
12940,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.39
12940,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,8.68
12940,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,22.3
12940,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,25
12940,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,6.75
12940,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,14.06
12940,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.4
12940,Time of concentration in hours,Time of concentration in hours,TOC,hours,17.39
12946,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,30
12946,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,103.8
12946,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,60.2
12946,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
12946,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,10175
12946,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,12900
12946,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,3.69
12946,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.5
12946,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,2.15
12946,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,0.93
12946,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,40.553396
12946,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,8.2
12946,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,0.4
12946,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,0.8
12946,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,67.6
12946,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,7
12946,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,2.7
12946,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,1
12946,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,10.5
12946,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.1
12946,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,4.5
12946,LFP length,Length of longest flow path,LFPLENGTH,miles,17.9
12946,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.043672
12946,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,8750
12946,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,8745
12946,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,34.06
12946,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,63.7
12946,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.44
12946,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,12.4
12946,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,14.8
12946,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,1.07
12946,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,6.02
12946,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,12.37
12946,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.2
12946,Time of concentration in hours,Time of concentration in hours,TOC,hours,5.81
138A,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,33
138A,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,258.8
138A,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,52.5
138A,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
138A,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,10949
138A,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,13300
138A,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,4.26
138A,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,2.22
138A,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,2.79
138A,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,1.25
138A,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,37.427652
138A,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,2.9
138A,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,0.2
138A,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,0
138A,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,54.2
138A,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,35.6
138A,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,0.7
138A,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,0.1
138A,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,0
138A,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.2
138A,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,1.1
138A,LFP length,Length of longest flow path,LFPLENGTH,miles,16.4
138A,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-107.675237
138A,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,8130
138A,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,8137
138A,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,37.74
138A,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,71.25
138A,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.38
138A,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,0.8
138A,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,11.4
138A,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,44.3
138A,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,29.7
138A,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,19.86
138A,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.4
138A,Time of concentration in hours,Time of concentration in hours,TOC,hours,4.21
5574,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,28
5574,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,104.6
5574,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,310
5574,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,68
5574,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,8372
5574,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,13500
5574,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,4.96
5574,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.92
5574,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,3.04
5574,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,1.19
5574,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,40.049802
5574,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,2.8
5574,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,1.4
5574,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,8.1
5574,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,59.9
5574,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,11.2
5574,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,10.2
5574,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,7.9
5574,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,4.4
5574,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,1.1
