SiteID,ParamName,variable,ParamDescription,value,ParamGroup
12940,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,1370,Peak-Flow Statistics
12940,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,971,Peak-Flow Statistics
12940,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,1650,Peak-Flow Statistics
12940,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,2360,Peak-Flow Statistics
12940,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,1020,Flood-Volume Statistics
12940,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,557,Flood-Volume Statistics
12940,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,1440,Flood-Volume Statistics
12940,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,4.31,Low-Flow Statistics
12940,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,8.89,Low-Flow Statistics
12940,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,6.11,Low-Flow Statistics
12940,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,281,Flow-Duration Statistics
12940,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,93.6,Flow-Duration Statistics
12940,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,39,Flow-Duration Statistics
12940,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,23.7,Flow-Duration Statistics
12940,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,17,Flow-Duration Statistics
12940,Mean Annual Flow,QA,Mean Annual Flow,112,Annual Flow Statistics
12940,April Mean Flow,Q4,Mean April Flow,79.5,Monthly Flow Statistics
12940,August Mean Flow,Q8,Mean August Flow,68.9,Monthly Flow Statistics
12940,December Mean Flow,Q12,Mean December Flow,29.3,Monthly Flow Statistics
12940,February Mean Flow,Q2,Mean February Flow,25.7,Monthly Flow Statistics
12940,January Mean Flow,Q1,Mean January Flow,27.3,Monthly Flow Statistics
12940,July Mean Flow,Q7,Mean July Flow,155,Monthly Flow Statistics
12940,June Mean Flow,Q6,Mean June Flow,468,Monthly Flow Statistics
12940,March Mean Flow,Q3,Mean March Flow,31.2,Monthly Flow Statistics
12940,May Mean Flow,Q5,Mean May Flow,332,Monthly Flow Statistics
12940,November Mean Flow,Q11,Mean November Flow,34.9,Monthly Flow Statistics
12940,October Mean Flow,Q10,Mean October Flow,44.3,Monthly Flow Statistics
12940,September Mean Flow,Q9,Mean September Flow,50.1,Monthly Flow Statistics
12946,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,994,Peak-Flow Statistics
12946,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,1410,Peak-Flow Statistics
12946,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,641,Peak-Flow Statistics
12946,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,1500,Peak-Flow Statistics
12946,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,1110,Peak-Flow Statistics
12946,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,854,Peak-Flow Statistics
12946,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,1300,Peak-Flow Statistics
12946,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,1680,Peak-Flow Statistics
12946,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,725,Flood-Volume Statistics
12946,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,453,Flood-Volume Statistics
12946,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,951,Flood-Volume Statistics
12946,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,4.76,Low-Flow Statistics
12946,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,6.7,Low-Flow Statistics
12946,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,4.36,Low-Flow Statistics
12946,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,222,Flow-Duration Statistics
12946,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,61.7,Flow-Duration Statistics
12946,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,21.7,Flow-Duration Statistics
12946,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,12.4,Flow-Duration Statistics
12946,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,8.59,Flow-Duration Statistics
12946,Mean Annual Flow,QA,Mean Annual Flow,75.2,Annual Flow Statistics
12946,April Mean Flow,Q4,Mean April Flow,39.1,Monthly Flow Statistics
12946,August Mean Flow,Q8,Mean August Flow,51.2,Monthly Flow Statistics
12946,December Mean Flow,Q12,Mean December Flow,16.2,Monthly Flow Statistics
12946,February Mean Flow,Q2,Mean February Flow,13.6,Monthly Flow Statistics
12946,January Mean Flow,Q1,Mean January Flow,14.8,Monthly Flow Statistics
12946,July Mean Flow,Q7,Mean July Flow,129,Monthly Flow Statistics
12946,June Mean Flow,Q6,Mean June Flow,315,Monthly Flow Statistics
12946,March Mean Flow,Q3,Mean March Flow,15.6,Monthly Flow Statistics
12946,May Mean Flow,Q5,Mean May Flow,190,Monthly Flow Statistics
12946,November Mean Flow,Q11,Mean November Flow,21.5,Monthly Flow Statistics
12946,October Mean Flow,Q10,Mean October Flow,29.5,Monthly Flow Statistics
12946,September Mean Flow,Q9,Mean September Flow,33.6,Monthly Flow Statistics
138A,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,888,Peak-Flow Statistics
138A,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,1830,Peak-Flow Statistics
138A,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,372,Peak-Flow Statistics
138A,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,2070,Peak-Flow Statistics
138A,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,1260,Peak-Flow Statistics
138A,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,654,Peak-Flow Statistics
138A,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,1530,Peak-Flow Statistics
138A,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,2670,Peak-Flow Statistics
138A,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,585,Flood-Volume Statistics
138A,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,332,Flood-Volume Statistics
138A,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,745,Flood-Volume Statistics
138A,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,5.37,Low-Flow Statistics
138A,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,8.31,Low-Flow Statistics
138A,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,6.03,Low-Flow Statistics
138A,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,195,Flow-Duration Statistics
138A,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,64.8,Flow-Duration Statistics
138A,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,22.5,Flow-Duration Statistics
138A,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,12,Flow-Duration Statistics
138A,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,8.28,Flow-Duration Statistics
138A,Mean Annual Flow,QA,Mean Annual Flow,78.4,Annual Flow Statistics
138A,April Mean Flow,Q4,Mean April Flow,70.9,Monthly Flow Statistics
138A,August Mean Flow,Q8,Mean August Flow,46.6,Monthly Flow Statistics
138A,December Mean Flow,Q12,Mean December Flow,16.2,Monthly Flow Statistics
138A,February Mean Flow,Q2,Mean February Flow,14.2,Monthly Flow Statistics
138A,January Mean Flow,Q1,Mean January Flow,13.8,Monthly Flow Statistics
138A,July Mean Flow,Q7,Mean July Flow,105,Monthly Flow Statistics
138A,June Mean Flow,Q6,Mean June Flow,286,Monthly Flow Statistics
138A,March Mean Flow,Q3,Mean March Flow,18.8,Monthly Flow Statistics
138A,May Mean Flow,Q5,Mean May Flow,200,Monthly Flow Statistics
138A,November Mean Flow,Q11,Mean November Flow,22.9,Monthly Flow Statistics
138A,October Mean Flow,Q10,Mean October Flow,30,Monthly Flow Statistics
138A,September Mean Flow,Q9,Mean September Flow,37.6,Monthly Flow Statistics
5574,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,2398.54000775566,Peak-Flow Statistics
5574,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,5176.36688516958,Peak-Flow Statistics
5574,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,1065.55862917061,Peak-Flow Statistics
5574,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,6265.17181405011,Peak-Flow Statistics
5574,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,3247.51405481703,Peak-Flow Statistics
5574,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,1773.44982673843,Peak-Flow Statistics
5574,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,4176.57266096881,Peak-Flow Statistics
5574,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,7915.4479790286,Peak-Flow Statistics
5574,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,1670,Flood-Volume Statistics
5574,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,903,Flood-Volume Statistics
5574,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,2340,Flood-Volume Statistics
5574,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,4.11,Low-Flow Statistics
5574,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,9.17,Low-Flow Statistics
5574,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,8.24,Low-Flow Statistics
5574,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,474,Flow-Duration Statistics
5574,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,163,Flow-Duration Statistics
5574,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,67.8,Flow-Duration Statistics
5574,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,41.7,Flow-Duration Statistics
5574,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,31.6,Flow-Duration Statistics
5574,Mean Annual Flow,QA,Mean Annual Flow,186,Annual Flow Statistics
5574,April Mean Flow,Q4,Mean April Flow,151,Monthly Flow Statistics
5574,August Mean Flow,Q8,Mean August Flow,113,Monthly Flow Statistics
5574,December Mean Flow,Q12,Mean December Flow,51.6,Monthly Flow Statistics
5574,February Mean Flow,Q2,Mean February Flow,45.6,Monthly Flow Statistics
5574,January Mean Flow,Q1,Mean January Flow,48.6,Monthly Flow Statistics
5574,July Mean Flow,Q7,Mean July Flow,254,Monthly Flow Statistics
5574,June Mean Flow,Q6,Mean June Flow,749,Monthly Flow Statistics
5574,March Mean Flow,Q3,Mean March Flow,56.6,Monthly Flow Statistics
5574,May Mean Flow,Q5,Mean May Flow,564,Monthly Flow Statistics
5574,November Mean Flow,Q11,Mean November Flow,61.1,Monthly Flow Statistics
5574,October Mean Flow,Q10,Mean October Flow,77.6,Monthly Flow Statistics
5574,September Mean Flow,Q9,Mean September Flow,85.1,Monthly Flow Statistics
5577,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,1405.95183628843,Peak-Flow Statistics
5577,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,2824.79195010141,Peak-Flow Statistics
5577,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,671.692577587799,Peak-Flow Statistics
5577,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,3349.88670095982,Peak-Flow Statistics
5577,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,1841.65929889962,Peak-Flow Statistics
5577,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,1070,Peak-Flow Statistics
5577,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,2327.6731173872,Peak-Flow Statistics
5577,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,4170.62693223028,Peak-Flow Statistics
5577,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,989,Flood-Volume Statistics
5577,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,555,Flood-Volume Statistics
5577,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,1370,Flood-Volume Statistics
5577,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,2.48,Low-Flow Statistics
5577,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,5.3,Low-Flow Statistics
5577,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,4.41,Low-Flow Statistics
5577,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,279,Flow-Duration Statistics
5577,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,89.9,Flow-Duration Statistics
5577,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,36.2,Flow-Duration Statistics
5577,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,21.7,Flow-Duration Statistics
5577,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,15.6,Flow-Duration Statistics
5577,Mean Annual Flow,QA,Mean Annual Flow,108,Annual Flow Statistics
5577,April Mean Flow,Q4,Mean April Flow,72.5,Monthly Flow Statistics
5577,August Mean Flow,Q8,Mean August Flow,67.5,Monthly Flow Statistics
5577,December Mean Flow,Q12,Mean December Flow,27.2,Monthly Flow Statistics
5577,February Mean Flow,Q2,Mean February Flow,23.6,Monthly Flow Statistics
5577,January Mean Flow,Q1,Mean January Flow,25.3,Monthly Flow Statistics
5577,July Mean Flow,Q7,Mean July Flow,155,Monthly Flow Statistics
5577,June Mean Flow,Q6,Mean June Flow,449,Monthly Flow Statistics
5577,March Mean Flow,Q3,Mean March Flow,28.4,Monthly Flow Statistics
5577,May Mean Flow,Q5,Mean May Flow,309,Monthly Flow Statistics
5577,November Mean Flow,Q11,Mean November Flow,33,Monthly Flow Statistics
5577,October Mean Flow,Q10,Mean October Flow,42.7,Monthly Flow Statistics
5577,September Mean Flow,Q9,Mean September Flow,48.2,Monthly Flow Statistics
5580,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,668,Peak-Flow Statistics
5580,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,983,Peak-Flow Statistics
5580,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,419,Peak-Flow Statistics
5580,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,1050,Peak-Flow Statistics
5580,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,764,Peak-Flow Statistics
5580,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,570,Peak-Flow Statistics
5580,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,898,Peak-Flow Statistics
5580,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,1190,Peak-Flow Statistics
5580,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,462,Flood-Volume Statistics
5580,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,286,Flood-Volume Statistics
5580,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,616,Flood-Volume Statistics
5580,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,2.48,Low-Flow Statistics
5580,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,3.87,Low-Flow Statistics
5580,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,2.4,Low-Flow Statistics
5580,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,135,Flow-Duration Statistics
5580,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,37.4,Flow-Duration Statistics
5580,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,13.5,Flow-Duration Statistics
5580,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,7.64,Flow-Duration Statistics
5580,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,5.05,Flow-Duration Statistics
5580,Mean Annual Flow,QA,Mean Annual Flow,47.7,Annual Flow Statistics
5580,April Mean Flow,Q4,Mean April Flow,22.5,Monthly Flow Statistics
5580,August Mean Flow,Q8,Mean August Flow,32.4,Monthly Flow Statistics
5580,December Mean Flow,Q12,Mean December Flow,9.93,Monthly Flow Statistics
5580,February Mean Flow,Q2,Mean February Flow,8.3,Monthly Flow Statistics
5580,January Mean Flow,Q1,Mean January Flow,9,Monthly Flow Statistics
5580,July Mean Flow,Q7,Mean July Flow,80.2,Monthly Flow Statistics
5580,June Mean Flow,Q6,Mean June Flow,207,Monthly Flow Statistics
5580,March Mean Flow,Q3,Mean March Flow,9.41,Monthly Flow Statistics
5580,May Mean Flow,Q5,Mean May Flow,120,Monthly Flow Statistics
5580,November Mean Flow,Q11,Mean November Flow,13,Monthly Flow Statistics
5580,October Mean Flow,Q10,Mean October Flow,17.7,Monthly Flow Statistics
5580,September Mean Flow,Q9,Mean September Flow,20.8,Monthly Flow Statistics
9240,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,920,Peak-Flow Statistics
9240,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,1900,Peak-Flow Statistics
9240,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,385,Peak-Flow Statistics
9240,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,2150,Peak-Flow Statistics
9240,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,1310,Peak-Flow Statistics
9240,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,678,Peak-Flow Statistics
9240,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,1580,Peak-Flow Statistics
9240,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,2770,Peak-Flow Statistics
9240,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,371,Flood-Volume Statistics
9240,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,185,Flood-Volume Statistics
9240,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,513,Flood-Volume Statistics
9240,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,2.29,Low-Flow Statistics
9240,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,3.06,Low-Flow Statistics
9240,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,2.15,Low-Flow Statistics
9240,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,94.4,Flow-Duration Statistics
9240,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,33.9,Flow-Duration Statistics
9240,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,12.7,Flow-Duration Statistics
9240,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,6.31,Flow-Duration Statistics
9240,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,3.74,Flow-Duration Statistics
9240,Mean Annual Flow,QA,Mean Annual Flow,44.5,Annual Flow Statistics
9240,April Mean Flow,Q4,Mean April Flow,39.6,Monthly Flow Statistics
9240,August Mean Flow,Q8,Mean August Flow,26.7,Monthly Flow Statistics
9240,December Mean Flow,Q12,Mean December Flow,10.2,Monthly Flow Statistics
9240,February Mean Flow,Q2,Mean February Flow,9.56,Monthly Flow Statistics
9240,January Mean Flow,Q1,Mean January Flow,8.87,Monthly Flow Statistics
9240,July Mean Flow,Q7,Mean July Flow,52.6,Monthly Flow Statistics
9240,June Mean Flow,Q6,Mean June Flow,125,Monthly Flow Statistics
9240,March Mean Flow,Q3,Mean March Flow,12.8,Monthly Flow Statistics
9240,May Mean Flow,Q5,Mean May Flow,99.9,Monthly Flow Statistics
9240,November Mean Flow,Q11,Mean November Flow,13.5,Monthly Flow Statistics
9240,October Mean Flow,Q10,Mean October Flow,17.4,Monthly Flow Statistics
9240,September Mean Flow,Q9,Mean September Flow,12.9,Monthly Flow Statistics
9245,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,1560,Peak-Flow Statistics
9245,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,3360,Peak-Flow Statistics
9245,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,621,Peak-Flow Statistics
9245,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,3830,Peak-Flow Statistics
9245,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,2250,Peak-Flow Statistics
9245,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,1130,Peak-Flow Statistics
9245,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,2750,Peak-Flow Statistics
9245,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,5010,Peak-Flow Statistics
9245,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,324,Flood-Volume Statistics
9245,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,137,Flood-Volume Statistics
9245,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,494,Flood-Volume Statistics
9245,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,1.29,Low-Flow Statistics
9245,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,1.59,Low-Flow Statistics
9245,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,0.761,Low-Flow Statistics
9245,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,57.5,Flow-Duration Statistics
9245,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,23,Flow-Duration Statistics
9245,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,9.62,Flow-Duration Statistics
9245,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,4.38,Flow-Duration Statistics
9245,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,2.05,Flow-Duration Statistics
9245,Mean Annual Flow,QA,Mean Annual Flow,32.4,Annual Flow Statistics
9245,April Mean Flow,Q4,Mean April Flow,31.8,Monthly Flow Statistics
9245,August Mean Flow,Q8,Mean August Flow,20,Monthly Flow Statistics
9245,December Mean Flow,Q12,Mean December Flow,8.77,Monthly Flow Statistics
9245,February Mean Flow,Q2,Mean February Flow,9.33,Monthly Flow Statistics
9245,January Mean Flow,Q1,Mean January Flow,8.01,Monthly Flow Statistics
9245,July Mean Flow,Q7,Mean July Flow,31.8,Monthly Flow Statistics
9245,June Mean Flow,Q6,Mean June Flow,66.2,Monthly Flow Statistics
9245,March Mean Flow,Q3,Mean March Flow,12.9,Monthly Flow Statistics
9245,May Mean Flow,Q5,Mean May Flow,63.5,Monthly Flow Statistics
9245,November Mean Flow,Q11,Mean November Flow,10.5,Monthly Flow Statistics
9245,October Mean Flow,Q10,Mean October Flow,13.8,Monthly Flow Statistics
9245,September Mean Flow,Q9,Mean September Flow,4.56,Monthly Flow Statistics
9274,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,809,Peak-Flow Statistics
9274,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,1680,Peak-Flow Statistics
9274,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,337,Peak-Flow Statistics
9274,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,1900,Peak-Flow Statistics
9274,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,1150,Peak-Flow Statistics
9274,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,595,Peak-Flow Statistics
9274,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,1400,Peak-Flow Statistics
9274,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,2440,Peak-Flow Statistics
9274,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,373,Flood-Volume Statistics
9274,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,193,Flood-Volume Statistics
9274,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,503,Flood-Volume Statistics
9274,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,2.59,Low-Flow Statistics
9274,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,3.52,Low-Flow Statistics
9274,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,2.79,Low-Flow Statistics
9274,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,104,Flow-Duration Statistics
9274,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,36.2,Flow-Duration Statistics
9274,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,13.2,Flow-Duration Statistics
9274,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,6.7,Flow-Duration Statistics
9274,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,4.22,Flow-Duration Statistics
9274,Mean Annual Flow,QA,Mean Annual Flow,46.8,Annual Flow Statistics
9274,April Mean Flow,Q4,Mean April Flow,40.3,Monthly Flow Statistics
9274,August Mean Flow,Q8,Mean August Flow,27.8,Monthly Flow Statistics
9274,December Mean Flow,Q12,Mean December Flow,10.3,Monthly Flow Statistics
9274,February Mean Flow,Q2,Mean February Flow,9.31,Monthly Flow Statistics
9274,January Mean Flow,Q1,Mean January Flow,8.82,Monthly Flow Statistics
9274,July Mean Flow,Q7,Mean July Flow,58,Monthly Flow Statistics
9274,June Mean Flow,Q6,Mean June Flow,142,Monthly Flow Statistics
9274,March Mean Flow,Q3,Mean March Flow,12.3,Monthly Flow Statistics
9274,May Mean Flow,Q5,Mean May Flow,108,Monthly Flow Statistics
9274,November Mean Flow,Q11,Mean November Flow,14,Monthly Flow Statistics
9274,October Mean Flow,Q10,Mean October Flow,17.9,Monthly Flow Statistics
